,Unnamed: 0,healthy,multiple_diseases,rust,scab,class,image_id
700,848,0,0,1,0,2,Train_848
701,1104,0,0,0,1,3,Train_1104
702,1135,0,0,0,1,3,Train_1135
703,1411,0,0,0,1,3,Train_1411
704,1229,0,0,1,0,2,Train_1229
705,491,1,0,0,0,0,Train_491
706,1540,0,0,1,0,2,Train_1540
707,104,0,1,0,0,1,Train_104
708,78,0,0,0,1,3,Train_78
709,712,0,0,1,0,2,Train_712
710,1704,0,0,0,1,3,Train_1704
711,1459,1,0,0,0,0,Train_1459
712,1674,0,0,1,0,2,Train_1674
713,843,0,0,1,0,2,Train_843
714,1528,1,0,0,0,0,Train_1528
715,1438,1,0,0,0,0,Train_1438
716,1378,0,0,1,0,2,Train_1378
717,887,1,0,0,0,0,Train_887
718,473,0,0,0,1,3,Train_473
719,1028,0,1,0,0,1,Train_1028
720,667,0,0,1,0,2,Train_667
721,192,0,0,0,1,3,Train_192
722,1719,0,0,0,1,3,Train_1719
723,261,1,0,0,0,0,Train_261
724,675,1,0,0,0,0,Train_675
725,453,0,0,1,0,2,Train_453
726,1709,0,0,1,0,2,Train_1709
727,942,1,0,0,0,0,Train_942
728,1150,0,0,1,0,2,Train_1150
729,307,1,0,0,0,0,Train_307
730,1508,1,0,0,0,0,Train_1508
731,701,1,0,0,0,0,Train_701
732,458,0,0,1,0,2,Train_458
733,540,0,0,0,1,3,Train_540
734,645,0,1,0,0,1,Train_645
735,1008,0,0,0,1,3,Train_1008
736,350,0,0,1,0,2,Train_350
737,1638,0,0,0,1,3,Train_1638
738,1479,1,0,0,0,0,Train_1479
739,513,0,0,1,0,2,Train_513
740,422,0,0,1,0,2,Train_422
741,1555,1,0,0,0,0,Train_1555
742,746,1,0,0,0,0,Train_746
743,767,0,0,1,0,2,Train_767
744,718,0,0,1,0,2,Train_718
745,1355,1,0,0,0,0,Train_1355
746,1210,1,0,0,0,0,Train_1210
747,1614,1,0,0,0,0,Train_1614
748,602,0,1,0,0,1,Train_602
749,581,0,0,0,1,3,Train_581
750,228,0,0,1,0,2,Train_228
751,1423,0,0,1,0,2,Train_1423
752,175,1,0,0,0,0,Train_175
753,321,0,0,1,0,2,Train_321
754,1255,0,0,1,0,2,Train_1255
755,1657,0,0,1,0,2,Train_1657
756,1688,0,0,0,1,3,Train_1688
757,1129,0,1,0,0,1,Train_1129
758,1341,1,0,0,0,0,Train_1341
759,512,0,0,1,0,2,Train_512
760,789,0,0,1,0,2,Train_789
761,1249,0,0,0,1,3,Train_1249
762,881,1,0,0,0,0,Train_881
763,1050,0,1,0,0,1,Train_1050
764,429,0,0,0,1,3,Train_429
765,109,0,0,1,0,2,Train_109
766,1277,1,0,0,0,0,Train_1277
767,869,0,0,0,1,3,Train_869
768,1314,0,0,1,0,2,Train_1314
769,1337,0,0,0,1,3,Train_1337
770,822,0,0,1,0,2,Train_822
771,844,0,0,0,1,3,Train_844
772,1013,0,1,0,0,1,Train_1013
773,231,0,1,0,0,1,Train_231
774,49,0,0,0,1,3,Train_49
775,75,0,0,1,0,2,Train_75
776,1167,0,0,0,1,3,Train_1167
777,470,0,0,0,1,3,Train_470
778,639,0,0,1,0,2,Train_639
779,1318,0,0,1,0,2,Train_1318
780,1217,0,0,0,1,3,Train_1217
781,1482,1,0,0,0,0,Train_1482
782,1259,0,0,0,1,3,Train_1259
783,872,1,0,0,0,0,Train_872
784,1545,0,0,1,0,2,Train_1545
785,265,1,0,0,0,0,Train_265
786,858,0,0,0,1,3,Train_858
787,1177,0,0,1,0,2,Train_1177
788,1320,0,0,1,0,2,Train_1320
789,1281,0,0,0,1,3,Train_1281
790,1153,1,0,0,0,0,Train_1153
791,1044,1,0,0,0,0,Train_1044
792,588,0,0,1,0,2,Train_588
793,1574,0,0,1,0,2,Train_1574
794,488,1,0,0,0,0,Train_488
795,1548,1,0,0,0,0,Train_1548
796,534,0,0,1,0,2,Train_534
797,91,0,0,0,1,3,Train_91
798,1742,0,0,0,1,3,Train_1742
799,291,1,0,0,0,0,Train_291
800,1663,1,0,0,0,0,Train_1663
801,167,1,0,0,0,0,Train_167
802,1260,0,0,1,0,2,Train_1260
803,1108,0,0,1,0,2,Train_1108
804,1718,0,0,1,0,2,Train_1718
805,959,1,0,0,0,0,Train_959
806,142,0,0,0,1,3,Train_142
807,854,0,0,0,1,3,Train_854
808,1426,1,0,0,0,0,Train_1426
809,1047,1,0,0,0,0,Train_1047
810,1527,0,0,1,0,2,Train_1527
811,1543,0,0,0,1,3,Train_1543
812,750,0,0,1,0,2,Train_750
813,577,0,0,1,0,2,Train_577
814,1323,0,0,0,1,3,Train_1323
815,46,1,0,0,0,0,Train_46
816,1054,1,0,0,0,0,Train_1054
817,636,0,0,0,1,3,Train_636
818,147,0,0,0,1,3,Train_147
819,1376,0,0,1,0,2,Train_1376
820,1353,0,0,0,1,3,Train_1353
821,1240,1,0,0,0,0,Train_1240
822,394,0,0,1,0,2,Train_394
823,730,1,0,0,0,0,Train_730
824,670,0,0,1,0,2,Train_670
825,813,0,0,0,1,3,Train_813
826,1446,0,0,1,0,2,Train_1446
827,659,0,0,0,1,3,Train_659
828,1246,0,0,0,1,3,Train_1246
829,1788,0,0,1,0,2,Train_1788
830,651,0,0,0,1,3,Train_651
831,799,0,0,1,0,2,Train_799
832,945,0,0,1,0,2,Train_945
833,1756,0,0,0,1,3,Train_1756
834,548,0,0,0,1,3,Train_548
835,550,1,0,0,0,0,Train_550
836,683,0,0,1,0,2,Train_683
837,965,0,0,1,0,2,Train_965
838,1486,0,0,1,0,2,Train_1486
839,42,0,0,0,1,3,Train_42
840,1092,1,0,0,0,0,Train_1092
841,57,0,0,1,0,2,Train_57
842,418,0,1,0,0,1,Train_418
843,1386,1,0,0,0,0,Train_1386
844,929,1,0,0,0,0,Train_929
845,1554,0,1,0,0,1,Train_1554
846,576,0,0,0,1,3,Train_576
847,444,1,0,0,0,0,Train_444
848,1304,1,0,0,0,0,Train_1304
849,103,1,0,0,0,0,Train_103
850,1726,0,0,1,0,2,Train_1726
851,943,0,0,0,1,3,Train_943
852,916,0,0,1,0,2,Train_916
853,642,1,0,0,0,0,Train_642
854,213,1,0,0,0,0,Train_213
855,705,0,0,1,0,2,Train_705
856,661,0,0,0,1,3,Train_661
857,1755,0,0,1,0,2,Train_1755
858,1062,0,0,0,1,3,Train_1062
859,1018,0,1,0,0,1,Train_1018
860,174,1,0,0,0,0,Train_174
861,1080,1,0,0,0,0,Train_1080
862,968,1,0,0,0,0,Train_968
863,1095,0,0,0,1,3,Train_1095
864,1612,1,0,0,0,0,Train_1612
865,171,0,0,1,0,2,Train_171
866,1561,0,0,1,0,2,Train_1561
867,1589,0,0,0,1,3,Train_1589
868,1586,0,0,0,1,3,Train_1586
869,1069,0,0,1,0,2,Train_1069
870,1699,0,0,1,0,2,Train_1699
871,1193,1,0,0,0,0,Train_1193
872,758,0,0,0,1,3,Train_758
873,1702,0,0,0,1,3,Train_1702
874,1489,1,0,0,0,0,Train_1489
875,1526,0,1,0,0,1,Train_1526
876,349,0,0,0,1,3,Train_349
877,1466,1,0,0,0,0,Train_1466
878,1781,1,0,0,0,0,Train_1781
879,1635,1,0,0,0,0,Train_1635
880,618,1,0,0,0,0,Train_618
881,933,0,0,0,1,3,Train_933
882,694,1,0,0,0,0,Train_694
883,1090,0,0,0,1,3,Train_1090
884,1475,0,0,1,0,2,Train_1475
885,426,0,0,1,0,2,Train_426
886,166,0,0,0,1,3,Train_166
887,14,0,0,1,0,2,Train_14
888,529,1,0,0,0,0,Train_529
889,1477,1,0,0,0,0,Train_1477
890,140,0,0,0,1,3,Train_140
891,1483,0,0,0,1,3,Train_1483
892,1272,0,0,1,0,2,Train_1272
893,1705,0,0,0,1,3,Train_1705
894,1749,0,0,1,0,2,Train_1749
895,1551,0,0,1,0,2,Train_1551
896,716,0,0,0,1,3,Train_716
897,732,0,1,0,0,1,Train_732
898,1002,1,0,0,0,0,Train_1002
899,1267,0,0,1,0,2,Train_1267
900,1428,0,0,1,0,2,Train_1428
901,1542,0,0,0,1,3,Train_1542
902,1347,1,0,0,0,0,Train_1347
903,1057,0,0,1,0,2,Train_1057
904,1392,1,0,0,0,0,Train_1392
905,465,0,0,1,0,2,Train_465
906,184,0,0,1,0,2,Train_184
907,1401,0,0,0,1,3,Train_1401
908,146,1,0,0,0,0,Train_146
909,52,0,0,0,1,3,Train_52
910,153,0,0,0,1,3,Train_153
911,744,0,0,1,0,2,Train_744
912,215,1,0,0,0,0,Train_215
913,308,0,0,0,1,3,Train_308
914,403,0,0,1,0,2,Train_403
915,296,0,0,0,1,3,Train_296
916,850,1,0,0,0,0,Train_850
917,1598,1,0,0,0,0,Train_1598
918,930,0,0,0,1,3,Train_930
919,590,0,0,1,0,2,Train_590
920,117,0,0,1,0,2,Train_117
921,186,0,0,0,1,3,Train_186
922,372,0,0,0,1,3,Train_372
923,281,0,0,0,1,3,Train_281
924,335,1,0,0,0,0,Train_335
925,1700,0,0,0,1,3,Train_1700
926,857,0,1,0,0,1,Train_857
927,1418,0,0,1,0,2,Train_1418
928,1513,1,0,0,0,0,Train_1513
929,769,1,0,0,0,0,Train_769
930,1782,1,0,0,0,0,Train_1782
931,1396,1,0,0,0,0,Train_1396
932,1643,0,0,0,1,3,Train_1643
933,579,1,0,0,0,0,Train_579
934,1503,0,0,0,1,3,Train_1503
935,542,0,0,1,0,2,Train_542
936,948,1,0,0,0,0,Train_948
937,245,0,1,0,0,1,Train_245
938,345,0,0,1,0,2,Train_345
939,304,1,0,0,0,0,Train_304
940,610,0,0,1,0,2,Train_610
941,876,0,0,1,0,2,Train_876
942,632,0,0,1,0,2,Train_632
943,242,0,0,0,1,3,Train_242
944,535,0,1,0,0,1,Train_535
945,201,1,0,0,0,0,Train_201
946,733,0,0,0,1,3,Train_733
947,1338,0,0,0,1,3,Train_1338
948,90,1,0,0,0,0,Train_90
949,1388,1,0,0,0,0,Train_1388
950,1394,0,0,1,0,2,Train_1394
951,779,0,0,1,0,2,Train_779
952,1731,1,0,0,0,0,Train_1731
953,1812,0,0,0,1,3,Train_1812
954,1608,1,0,0,0,0,Train_1608
955,962,0,0,1,0,2,Train_962
956,1416,0,0,0,1,3,Train_1416
957,1351,0,0,1,0,2,Train_1351
958,1152,0,0,0,1,3,Train_1152
959,1283,0,0,1,0,2,Train_1283
960,1278,0,0,0,1,3,Train_1278
961,1058,1,0,0,0,0,Train_1058
962,999,0,0,1,0,2,Train_999
963,1081,0,0,1,0,2,Train_1081
964,1456,0,0,0,1,3,Train_1456
965,1369,0,1,0,0,1,Train_1369
966,1206,0,0,1,0,2,Train_1206
967,1284,0,0,1,0,2,Train_1284
968,461,0,0,1,0,2,Train_461
969,1263,0,0,1,0,2,Train_1263
970,573,1,0,0,0,0,Train_573
971,564,0,0,1,0,2,Train_564
972,1078,0,0,1,0,2,Train_1078
973,1454,0,1,0,0,1,Train_1454
974,883,0,0,0,1,3,Train_883
975,807,1,0,0,0,0,Train_807
976,1571,0,0,1,0,2,Train_1571
977,402,0,0,1,0,2,Train_402
978,352,0,0,0,1,3,Train_352
979,796,0,0,1,0,2,Train_796
980,1529,0,0,0,1,3,Train_1529
981,1146,1,0,0,0,0,Train_1146
982,76,0,0,0,1,3,Train_76
983,791,1,0,0,0,0,Train_791
984,15,0,0,1,0,2,Train_15
985,599,0,0,0,1,3,Train_599
986,1495,0,0,0,1,3,Train_1495
987,376,1,0,0,0,0,Train_376
988,826,1,0,0,0,0,Train_826
989,1701,0,0,0,1,3,Train_1701
990,1133,1,0,0,0,0,Train_1133
991,950,0,0,1,0,2,Train_950
992,1592,0,0,1,0,2,Train_1592
993,66,1,0,0,0,0,Train_66
994,1209,0,0,0,1,3,Train_1209
995,1520,0,0,0,1,3,Train_1520
996,1100,0,0,0,1,3,Train_1100
997,783,0,0,0,1,3,Train_783
998,531,1,0,0,0,0,Train_531
999,786,1,0,0,0,0,Train_786
1000,1053,0,0,1,0,2,Train_1053
1001,1292,0,0,1,0,2,Train_1292
1002,527,0,0,0,1,3,Train_527
1003,1056,0,0,0,1,3,Train_1056
1004,1690,0,0,0,1,3,Train_1690
1005,1806,0,0,0,1,3,Train_1806
1006,317,1,0,0,0,0,Train_317
1007,279,0,0,1,0,2,Train_279
1008,989,1,0,0,0,0,Train_989
1009,134,1,0,0,0,0,Train_134
1010,434,0,0,1,0,2,Train_434
1011,558,1,0,0,0,0,Train_558
1012,1507,0,0,0,1,3,Train_1507
1013,423,0,0,0,1,3,Train_423
1014,1504,1,0,0,0,0,Train_1504
1015,87,0,0,1,0,2,Train_87
1016,1384,0,0,0,1,3,Train_1384
1017,288,0,0,1,0,2,Train_288
1018,283,0,0,0,1,3,Train_283
1019,480,0,1,0,0,1,Train_480
1020,1753,0,0,1,0,2,Train_1753
1021,1096,0,0,1,0,2,Train_1096
1022,1687,1,0,0,0,0,Train_1687
1023,753,1,0,0,0,0,Train_753
1024,1453,0,0,1,0,2,Train_1453
1025,1644,0,0,1,0,2,Train_1644
1026,821,0,0,1,0,2,Train_821
1027,1562,1,0,0,0,0,Train_1562
1028,1517,1,0,0,0,0,Train_1517
1029,1140,0,0,0,1,3,Train_1140
1030,988,0,0,0,1,3,Train_988
1031,436,0,1,0,0,1,Train_436
1032,794,1,0,0,0,0,Train_794
1033,1500,0,0,0,1,3,Train_1500
1034,1285,1,0,0,0,0,Train_1285
1035,195,1,0,0,0,0,Train_195
1036,1235,0,0,1,0,2,Train_1235
1037,1485,0,0,1,0,2,Train_1485
1038,474,1,0,0,0,0,Train_474
1039,571,0,0,1,0,2,Train_571
1040,155,0,0,0,1,3,Train_155
1041,695,0,0,1,0,2,Train_695
1042,864,1,0,0,0,0,Train_864
1043,471,0,0,0,1,3,Train_471
1044,1768,0,0,0,1,3,Train_1768
1045,1241,0,0,0,1,3,Train_1241
1046,1212,0,0,0,1,3,Train_1212
1047,751,0,0,0,1,3,Train_751
1048,817,1,0,0,0,0,Train_817
1049,741,0,0,1,0,2,Train_741
1050,238,1,0,0,0,0,Train_238
1051,1172,0,0,0,1,3,Train_1172
1052,68,1,0,0,0,0,Train_68
1053,1493,0,0,0,1,3,Train_1493
1054,1046,0,1,0,0,1,Train_1046
1055,1613,0,0,1,0,2,Train_1613
1056,747,1,0,0,0,0,Train_747
1057,868,0,0,0,1,3,Train_868
1058,401,0,0,0,1,3,Train_401
1059,814,0,0,1,0,2,Train_814
1060,1296,0,0,0,1,3,Train_1296
1061,764,0,0,1,0,2,Train_764
1062,1637,0,0,0,1,3,Train_1637
1063,123,1,0,0,0,0,Train_123
1064,1204,0,0,1,0,2,Train_1204
1065,440,0,0,1,0,2,Train_440
1066,1138,0,0,1,0,2,Train_1138
1067,1242,0,0,0,1,3,Train_1242
1068,1511,0,0,1,0,2,Train_1511
1069,1373,0,0,1,0,2,Train_1373
1070,724,0,0,1,0,2,Train_724
1071,187,0,0,1,0,2,Train_187
1072,761,1,0,0,0,0,Train_761
1073,1715,0,0,0,1,3,Train_1715
1074,381,0,0,0,1,3,Train_381
1075,243,0,0,0,1,3,Train_243
1076,161,0,0,0,1,3,Train_161
1077,1729,0,0,1,0,2,Train_1729
1078,326,0,0,0,1,3,Train_326
1079,1184,0,0,1,0,2,Train_1184
1080,494,0,0,0,1,3,Train_494
1081,1342,0,0,1,0,2,Train_1342
1082,1371,1,0,0,0,0,Train_1371
1083,838,0,0,0,1,3,Train_838
1084,970,0,0,0,1,3,Train_970
1085,1604,1,0,0,0,0,Train_1604
1086,392,1,0,0,0,0,Train_392
1087,725,1,0,0,0,0,Train_725
1088,1605,1,0,0,0,0,Train_1605
1089,748,0,0,0,1,3,Train_748
1090,266,1,0,0,0,0,Train_266
1091,71,0,0,1,0,2,Train_71
1092,1738,0,0,1,0,2,Train_1738
1093,139,0,0,1,0,2,Train_139
1094,1655,0,0,1,0,2,Train_1655
1095,1012,1,0,0,0,0,Train_1012
1096,922,0,0,0,1,3,Train_922
1097,310,0,0,0,1,3,Train_310
1098,1798,0,0,1,0,2,Train_1798
1099,578,0,0,1,0,2,Train_578
1100,1084,0,0,1,0,2,Train_1084
1101,780,0,0,0,1,3,Train_780
1102,1087,0,0,1,0,2,Train_1087
1103,698,0,0,0,1,3,Train_698
1104,565,0,0,0,1,3,Train_565
1105,1148,0,0,1,0,2,Train_1148
1106,586,0,0,1,0,2,Train_586
1107,1694,1,0,0,0,0,Train_1694
1108,1488,0,0,0,1,3,Train_1488
1109,1103,1,0,0,0,0,Train_1103
1110,1818,1,0,0,0,0,Train_1818
1111,1162,0,0,0,1,3,Train_1162
1112,462,0,0,1,0,2,Train_462
1113,478,1,0,0,0,0,Train_478
1114,873,0,0,1,0,2,Train_873
1115,1407,0,0,1,0,2,Train_1407
1116,1668,0,0,1,0,2,Train_1668
1117,852,0,0,1,0,2,Train_852
1118,921,1,0,0,0,0,Train_921
1119,1421,0,0,0,1,3,Train_1421
1120,734,0,0,1,0,2,Train_734
1121,1005,1,0,0,0,0,Train_1005
1122,947,1,0,0,0,0,Train_947
1123,1553,0,0,0,1,3,Train_1553
1124,111,1,0,0,0,0,Train_111
1125,655,0,0,0,1,3,Train_655
1126,771,0,0,0,1,3,Train_771
1127,63,1,0,0,0,0,Train_63
1128,1245,1,0,0,0,0,Train_1245
1129,1300,0,0,1,0,2,Train_1300
1130,241,0,0,1,0,2,Train_241
1131,1691,1,0,0,0,0,Train_1691
1132,1174,0,0,0,1,3,Train_1174
1133,1297,1,0,0,0,0,Train_1297
1134,842,0,0,0,1,3,Train_842
1135,982,0,0,1,0,2,Train_982
1136,688,0,0,0,1,3,Train_688
1137,395,0,1,0,0,1,Train_395
1138,1789,1,0,0,0,0,Train_1789
1139,502,1,0,0,0,0,Train_502
1140,1728,0,0,0,1,3,Train_1728
1141,1415,1,0,0,0,0,Train_1415
1142,1387,0,0,1,0,2,Train_1387
1143,1615,1,0,0,0,0,Train_1615
1144,679,1,0,0,0,0,Train_679
1145,424,0,0,0,1,3,Train_424
1146,742,0,0,1,0,2,Train_742
1147,270,0,0,0,1,3,Train_270
1148,587,1,0,0,0,0,Train_587
1149,1494,0,1,0,0,1,Train_1494
1150,212,0,0,1,0,2,Train_212
1151,287,1,0,0,0,0,Train_287
1152,324,0,0,0,1,3,Train_324
1153,1124,0,0,0,1,3,Train_1124
1154,1412,0,0,1,0,2,Train_1412
1155,493,0,1,0,0,1,Train_493
1156,360,1,0,0,0,0,Train_360
1157,1147,0,0,1,0,2,Train_1147
1158,41,0,0,0,1,3,Train_41
1159,102,0,0,1,0,2,Train_102
1160,606,0,0,1,0,2,Train_606
1161,1014,1,0,0,0,0,Train_1014
1162,938,0,0,1,0,2,Train_938
1163,82,0,0,1,0,2,Train_82
1164,363,0,1,0,0,1,Train_363_rcbpa
1165,95,0,1,0,0,1,Train_95_baqqd
1166,949,0,1,0,0,1,Train_949_ycbyx
1167,1780,0,1,0,0,1,Train_1780_cbzxb
1168,399,0,1,0,0,1,Train_399_adxbq
1169,563,0,1,0,0,1,Train_563_pxqzz
1170,754,0,1,0,0,1,Train_754_xapbq
1171,74,0,1,0,0,1,Train_74_xdxbc
1172,237,0,1,0,0,1,Train_237_zzdyc
1173,1035,0,1,0,0,1,Train_1035_brrxx
1174,1468,0,1,0,0,1,Train_1468_rbqrd
1175,1664,0,1,0,0,1,Train_1664_yzapa
1176,25,0,1,0,0,1,Train_25_qabyd
1177,1779,0,1,0,0,1,Train_1779_yarpp
1178,1390,0,1,0,0,1,Train_1390_zqpcc
1179,306,0,1,0,0,1,Train_306_qyqqq
1180,1161,0,1,0,0,1,Train_1161_dpqdx
1181,484,0,1,0,0,1,Train_484_zcpxa
1182,682,0,1,0,0,1,Train_682_yzdbb
1183,1310,0,1,0,0,1,Train_1310_crdqb
1184,170,0,1,0,0,1,Train_170_bzzxx
1185,1514,0,1,0,0,1,Train_1514_qxdcy
1186,1531,0,1,0,0,1,Train_1531_qxyyr
1187,6,0,1,0,0,1,Train_6_bxyqp
1188,1119,0,1,0,0,1,Train_1119_carpq
1189,1708,0,1,0,0,1,Train_1708_czzbc
1190,391,0,1,0,0,1,Train_391_qazdd
1191,762,0,1,0,0,1,Train_762_ypqyd
1192,1577,0,1,0,0,1,Train_1577_qqdbx
1193,338,0,1,0,0,1,Train_338_zrdzb
1194,1641,0,1,0,0,1,Train_1641_qyaap
1195,1815,0,1,0,0,1,Train_1815_abycq
1196,1609,0,1,0,0,1,Train_1609_qqrxd
1197,1662,0,1,0,0,1,Train_1662_xrqap
1198,905,0,1,0,0,1,Train_905_aqaqc
1199,104,0,1,0,0,1,Train_104_arqqb
1200,1028,0,1,0,0,1,Train_1028_xxzcx
1201,645,0,1,0,0,1,Train_645_zbyzz
1202,602,0,1,0,0,1,Train_602_bycay
1203,1129,0,1,0,0,1,Train_1129_xbqpd
1204,1050,0,1,0,0,1,Train_1050_bqxrb
1205,1013,0,1,0,0,1,Train_1013_ybrpd
1206,231,0,1,0,0,1,Train_231_adabd
1207,418,0,1,0,0,1,Train_418_zabdp
1208,1554,0,1,0,0,1,Train_1554_yrrbr
1209,1018,0,1,0,0,1,Train_1018_qzabz
1210,1526,0,1,0,0,1,Train_1526_adzaa
1211,732,0,1,0,0,1,Train_732_xcrpy
1212,857,0,1,0,0,1,Train_857_yrpcc
1213,245,0,1,0,0,1,Train_245_zraqd
1214,535,0,1,0,0,1,Train_535_xxycr
1215,1369,0,1,0,0,1,Train_1369_dazyz
1216,1454,0,1,0,0,1,Train_1454_aqdqq
1217,480,0,1,0,0,1,Train_480_cxzxp
1218,436,0,1,0,0,1,Train_436_zyycy
1219,1046,0,1,0,0,1,Train_1046_rxdcd
1220,395,0,1,0,0,1,Train_395_drdrd
1221,1494,0,1,0,0,1,Train_1494_ydpab
1222,493,0,1,0,0,1,Train_493_dbxzd
1223,363,0,1,0,0,1,Train_363_xqxby
1224,95,0,1,0,0,1,Train_95_bbdqd
1225,949,0,1,0,0,1,Train_949_zzcdd
1226,1780,0,1,0,0,1,Train_1780_xaayy
1227,399,0,1,0,0,1,Train_399_bzqrr
1228,563,0,1,0,0,1,Train_563_addbd
1229,754,0,1,0,0,1,Train_754_xxadb
1230,74,0,1,0,0,1,Train_74_pqdyr
1231,237,0,1,0,0,1,Train_237_rdzaz
1232,1035,0,1,0,0,1,Train_1035_ypqxc
1233,1468,0,1,0,0,1,Train_1468_bbacb
1234,1664,0,1,0,0,1,Train_1664_arcpd
1235,25,0,1,0,0,1,Train_25_pcdbr
1236,1779,0,1,0,0,1,Train_1779_zacdz
1237,1390,0,1,0,0,1,Train_1390_xardb
1238,306,0,1,0,0,1,Train_306_crcca
1239,1161,0,1,0,0,1,Train_1161_xbabp
1240,484,0,1,0,0,1,Train_484_rpcdb
1241,682,0,1,0,0,1,Train_682_bdbaa
1242,1310,0,1,0,0,1,Train_1310_azapa
1243,170,0,1,0,0,1,Train_170_azxqb
1244,1514,0,1,0,0,1,Train_1514_pdayx
1245,1531,0,1,0,0,1,Train_1531_rabby
1246,6,0,1,0,0,1,Train_6_ayyrc
1247,1119,0,1,0,0,1,Train_1119_zcacz
1248,1708,0,1,0,0,1,Train_1708_cxyxc
1249,391,0,1,0,0,1,Train_391_rdxpb
1250,762,0,1,0,0,1,Train_762_pyqyd
1251,1577,0,1,0,0,1,Train_1577_rcayz
1252,338,0,1,0,0,1,Train_338_ypzzy
1253,1641,0,1,0,0,1,Train_1641_bxdqz
1254,1815,0,1,0,0,1,Train_1815_zyzcb
1255,1609,0,1,0,0,1,Train_1609_rzzbb
1256,1662,0,1,0,0,1,Train_1662_ccyra
1257,905,0,1,0,0,1,Train_905_azcpr
1258,104,0,1,0,0,1,Train_104_prdaz
1259,1028,0,1,0,0,1,Train_1028_xrpqp
1260,645,0,1,0,0,1,Train_645_apzax
1261,602,0,1,0,0,1,Train_602_cpypy
1262,1129,0,1,0,0,1,Train_1129_barab
1263,1050,0,1,0,0,1,Train_1050_pdzpz
1264,1013,0,1,0,0,1,Train_1013_aprbp
1265,231,0,1,0,0,1,Train_231_yxcdd
1266,418,0,1,0,0,1,Train_418_baxbr
1267,1554,0,1,0,0,1,Train_1554_raqbc
1268,1018,0,1,0,0,1,Train_1018_cpbbp
1269,1526,0,1,0,0,1,Train_1526_rdqqx
1270,732,0,1,0,0,1,Train_732_rxyxp
1271,857,0,1,0,0,1,Train_857_czpqd
1272,245,0,1,0,0,1,Train_245_zqppy
1273,535,0,1,0,0,1,Train_535_aqpxy
1274,1369,0,1,0,0,1,Train_1369_aydcz
1275,1454,0,1,0,0,1,Train_1454_pxczd
1276,480,0,1,0,0,1,Train_480_ccrbd
1277,436,0,1,0,0,1,Train_436_acdxa
1278,1046,0,1,0,0,1,Train_1046_pxbqc
1279,395,0,1,0,0,1,Train_395_cdcxc
1280,1494,0,1,0,0,1,Train_1494_rdbaa
1281,493,0,1,0,0,1,Train_493_dccdb
1282,363,0,1,0,0,1,Train_363_bayyd
1283,95,0,1,0,0,1,Train_95_zcrqc
1284,949,0,1,0,0,1,Train_949_prpcq
1285,1780,0,1,0,0,1,Train_1780_arqpc
1286,399,0,1,0,0,1,Train_399_dybay
1287,563,0,1,0,0,1,Train_563_dqyzb
1288,754,0,1,0,0,1,Train_754_dqxab
1289,74,0,1,0,0,1,Train_74_xacca
1290,237,0,1,0,0,1,Train_237_pyqyd
1291,1035,0,1,0,0,1,Train_1035_xbyby
1292,1468,0,1,0,0,1,Train_1468_zqyqx
1293,1664,0,1,0,0,1,Train_1664_brryc
1294,25,0,1,0,0,1,Train_25_pxxpy
1295,1779,0,1,0,0,1,Train_1779_qxcpr
1296,1390,0,1,0,0,1,Train_1390_dyyyq
1297,306,0,1,0,0,1,Train_306_zqqrz
1298,1161,0,1,0,0,1,Train_1161_zqyad
1299,484,0,1,0,0,1,Train_484_pqaar
1300,682,0,1,0,0,1,Train_682_bxcqd
1301,1310,0,1,0,0,1,Train_1310_araca
1302,170,0,1,0,0,1,Train_170_dyypx
1303,1514,0,1,0,0,1,Train_1514_bdyab
1304,1531,0,1,0,0,1,Train_1531_xddaq
1305,6,0,1,0,0,1,Train_6_qrdar
1306,1119,0,1,0,0,1,Train_1119_dqxdp
1307,1708,0,1,0,0,1,Train_1708_bdzpy
1308,391,0,1,0,0,1,Train_391_rrcdb
1309,762,0,1,0,0,1,Train_762_dqcxy
1310,1577,0,1,0,0,1,Train_1577_zcyzz
1311,338,0,1,0,0,1,Train_338_crpyy
1312,1641,0,1,0,0,1,Train_1641_qddcx
1313,1815,0,1,0,0,1,Train_1815_bbzdd
1314,1609,0,1,0,0,1,Train_1609_abbpd
1315,1662,0,1,0,0,1,Train_1662_ccrzb
1316,905,0,1,0,0,1,Train_905_prxac
1317,104,0,1,0,0,1,Train_104_zxapd
1318,1028,0,1,0,0,1,Train_1028_ycqda
1319,645,0,1,0,0,1,Train_645_ybdbr
1320,602,0,1,0,0,1,Train_602_dpaqb
1321,1129,0,1,0,0,1,Train_1129_cyaqa
1322,1050,0,1,0,0,1,Train_1050_cdqxr
1323,1013,0,1,0,0,1,Train_1013_bpdyc
1324,231,0,1,0,0,1,Train_231_pdzdc
1325,418,0,1,0,0,1,Train_418_raxcx
1326,1554,0,1,0,0,1,Train_1554_aappp
1327,1018,0,1,0,0,1,Train_1018_aprca
1328,1526,0,1,0,0,1,Train_1526_aqxap
1329,732,0,1,0,0,1,Train_732_pdzxy
1330,857,0,1,0,0,1,Train_857_dzxbz
1331,245,0,1,0,0,1,Train_245_ddxpp
1332,535,0,1,0,0,1,Train_535_zpdzq
1333,1369,0,1,0,0,1,Train_1369_qaaay
1334,1454,0,1,0,0,1,Train_1454_raayr
1335,480,0,1,0,0,1,Train_480_przcd
